"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"18.06.2018 13:15 - 18.06.2018 13:30","537","564"
"18.06.2018 13:30 - 18.06.2018 13:45","539","580"
"18.06.2018 13:45 - 18.06.2018 14:00","540","592"
"18.06.2018 14:00 - 18.06.2018 14:15","534","598"
"18.06.2018 14:15 - 18.06.2018 14:30","526","593"
"18.06.2018 14:30 - 18.06.2018 14:45","524","582"
"18.06.2018 14:45 - 18.06.2018 15:00","521","578"
"18.06.2018 15:00 - 18.06.2018 15:15","515","573"
"18.06.2018 15:15 - 18.06.2018 15:30","520","571"
"18.06.2018 15:30 - 18.06.2018 15:45","521","568"
"18.06.2018 15:45 - 18.06.2018 16:00","518","569"
"18.06.2018 16:00 - 18.06.2018 16:15","517","570"
"18.06.2018 16:15 - 18.06.2018 16:30","502","575"
"18.06.2018 16:30 - 18.06.2018 16:45","502","576"
"18.06.2018 16:45 - 18.06.2018 17:00","497","577"
"18.06.2018 17:00 - 18.06.2018 17:15","495","572"
"18.06.2018 17:15 - 18.06.2018 17:30","507","570"
"18.06.2018 17:30 - 18.06.2018 17:45","512","565"
"18.06.2018 17:45 - 18.06.2018 18:00","514","562"
"18.06.2018 18:00 - 18.06.2018 18:15","518","571"
"18.06.2018 18:15 - 18.06.2018 18:30","517","565"
"18.06.2018 18:30 - 18.06.2018 18:45","517","562"
"18.06.2018 18:45 - 18.06.2018 19:00","517","561"
"18.06.2018 19:00 - 18.06.2018 19:15","518","554"
"18.06.2018 19:15 - 18.06.2018 19:30","526","551"
"18.06.2018 19:30 - 18.06.2018 19:45","526","550"
"18.06.2018 19:45 - 18.06.2018 20:00","520","541"
"18.06.2018 20:00 - 18.06.2018 20:15","513","545"
"18.06.2018 20:15 - 18.06.2018 20:30","513","536"
"18.06.2018 20:30 - 18.06.2018 20:45","507","532"
"18.06.2018 20:45 - 18.06.2018 21:00","497","535"
"18.06.2018 21:00 - 18.06.2018 21:15","489","536"
"18.06.2018 21:15 - 18.06.2018 21:30","479","533"
"18.06.2018 21:30 - 18.06.2018 21:45","474","532"
"18.06.2018 21:45 - 18.06.2018 22:00","471","532"
"18.06.2018 22:00 - 18.06.2018 22:15","469","528"
"18.06.2018 22:15 - 18.06.2018 22:30","488","522"
"18.06.2018 22:30 - 18.06.2018 22:45","488","514"
"18.06.2018 22:45 - 18.06.2018 23:00","481","504"
"18.06.2018 23:00 - 18.06.2018 23:15","470","500"
"18.06.2018 23:15 - 18.06.2018 23:30","460","497"
"18.06.2018 23:30 - 18.06.2018 23:45","454","483"
"18.06.2018 23:45 - 19.06.2018 00:00","446","471"
"19.06.2018 00:00 - 19.06.2018 00:15","438","462"
"19.06.2018 00:15 - 19.06.2018 00:30","421","482"
"19.06.2018 00:30 - 19.06.2018 00:45","412","481"
"19.06.2018 00:45 - 19.06.2018 01:00","408","470"
"19.06.2018 01:00 - 19.06.2018 01:15","404","459"
"19.06.2018 01:15 - 19.06.2018 01:30","400","451"
"19.06.2018 01:30 - 19.06.2018 01:45","394","445"
"19.06.2018 01:45 - 19.06.2018 02:00","394","444"
"19.06.2018 02:00 - 19.06.2018 02:15","392","439"
"19.06.2018 02:15 - 19.06.2018 02:30","395","519"
"19.06.2018 02:30 - 19.06.2018 02:45","392","522"
"19.06.2018 02:45 - 19.06.2018 03:00","391","559"
"19.06.2018 03:00 - 19.06.2018 03:15","390","564"
"19.06.2018 03:15 - 19.06.2018 03:30","391","499"
"19.06.2018 03:30 - 19.06.2018 03:45","391","476"
"19.06.2018 03:45 - 19.06.2018 04:00","391","493"
"19.06.2018 04:00 - 19.06.2018 04:15","394","459"
"19.06.2018 04:15 - 19.06.2018 04:30","402","411"
"19.06.2018 04:30 - 19.06.2018 04:45","403","390"
"19.06.2018 04:45 - 19.06.2018 05:00","400","385"
"19.06.2018 05:00 - 19.06.2018 05:15","410","354"
"19.06.2018 05:15 - 19.06.2018 05:30","419","343"
"19.06.2018 05:30 - 19.06.2018 05:45","419","325"
"19.06.2018 05:45 - 19.06.2018 06:00","417","306"
"19.06.2018 06:00 - 19.06.2018 06:15","428","322"
"19.06.2018 06:15 - 19.06.2018 06:30","443","319"
"19.06.2018 06:30 - 19.06.2018 06:45","447","315"
"19.06.2018 06:45 - 19.06.2018 07:00","460","322"
"19.06.2018 07:00 - 19.06.2018 07:15","474","351"
"19.06.2018 07:15 - 19.06.2018 07:30","499","422"
"19.06.2018 07:30 - 19.06.2018 07:45","511","398"
"19.06.2018 07:45 - 19.06.2018 08:00","523","384"
"19.06.2018 08:00 - 19.06.2018 08:15","527","444"
"19.06.2018 08:15 - 19.06.2018 08:30","533","483"
"19.06.2018 08:30 - 19.06.2018 08:45","541","465"
"19.06.2018 08:45 - 19.06.2018 09:00","545","499"
"19.06.2018 09:00 - 19.06.2018 09:15","547","528"
"19.06.2018 09:15 - 19.06.2018 09:30","555","591"
"19.06.2018 09:30 - 19.06.2018 09:45","558","644"
"19.06.2018 09:45 - 19.06.2018 10:00","562","642"
"19.06.2018 10:00 - 19.06.2018 10:15","561","639"
"19.06.2018 10:15 - 19.06.2018 10:30","563","647"
"19.06.2018 10:30 - 19.06.2018 10:45","564","653"
"19.06.2018 10:45 - 19.06.2018 11:00","565","672"
"19.06.2018 11:00 - 19.06.2018 11:15","564","677"
"19.06.2018 11:15 - 19.06.2018 11:30","569","698"
"19.06.2018 11:30 - 19.06.2018 11:45","574","704"
"19.06.2018 11:45 - 19.06.2018 12:00","578","688"
"19.06.2018 12:00 - 19.06.2018 12:15","583","699"
"19.06.2018 12:15 - 19.06.2018 12:30","584","692"
"19.06.2018 12:30 - 19.06.2018 12:45","573","694"
"19.06.2018 12:45 - 19.06.2018 13:00","566","675"
"19.06.2018 13:00 - 19.06.2018 13:15","561","683"
"19.06.2018 13:15 - 19.06.2018 13:30","562","681"
"19.06.2018 13:30 - 19.06.2018 13:45","561","579"
"19.06.2018 13:45 - 19.06.2018 14:00","559","686"
"19.06.2018 14:00 - 19.06.2018 14:15","550","698"
"19.06.2018 14:15 - 19.06.2018 14:30","548","718"
"19.06.2018 14:30 - 19.06.2018 14:45","547","700"
"19.06.2018 14:45 - 19.06.2018 15:00","546","674"
"19.06.2018 15:00 - 19.06.2018 15:15","546","662"
"19.06.2018 15:15 - 19.06.2018 15:30","542","660"
"19.06.2018 15:30 - 19.06.2018 15:45","540","637"
"19.06.2018 15:45 - 19.06.2018 16:00","540","645"
"19.06.2018 16:00 - 19.06.2018 16:15","537","642"
"19.06.2018 16:15 - 19.06.2018 16:30","542","665"
"19.06.2018 16:30 - 19.06.2018 16:45","544","675"
"19.06.2018 16:45 - 19.06.2018 17:00","538","661"
"19.06.2018 17:00 - 19.06.2018 17:15","538","674"
"19.06.2018 17:15 - 19.06.2018 17:30","544","666"
"19.06.2018 17:30 - 19.06.2018 17:45","544","672"
"19.06.2018 17:45 - 19.06.2018 18:00","545","665"
"19.06.2018 18:00 - 19.06.2018 18:15","549","665"
"19.06.2018 18:15 - 19.06.2018 18:30","539","671"
"19.06.2018 18:30 - 19.06.2018 18:45","543","648"
"19.06.2018 18:45 - 19.06.2018 19:00","544","663"
"19.06.2018 19:00 - 19.06.2018 19:15","542","663"
"19.06.2018 19:15 - 19.06.2018 19:30","541","653"
"19.06.2018 19:30 - 19.06.2018 19:45","539","639"
"19.06.2018 19:45 - 19.06.2018 20:00","536","636"
"19.06.2018 20:00 - 19.06.2018 20:15","531","650"
"19.06.2018 20:15 - 19.06.2018 20:30","532","666"
"19.06.2018 20:30 - 19.06.2018 20:45","527","695"
"19.06.2018 20:45 - 19.06.2018 21:00","520","687"
"19.06.2018 21:00 - 19.06.2018 21:15","514","699"
"19.06.2018 21:15 - 19.06.2018 21:30","508","688"
"19.06.2018 21:30 - 19.06.2018 21:45","501","679"
"19.06.2018 21:45 - 19.06.2018 22:00","497","667"
"19.06.2018 22:00 - 19.06.2018 22:15","491","655"
"19.06.2018 22:15 - 19.06.2018 22:30","504","597"
"19.06.2018 22:30 - 19.06.2018 22:45","509","565"
"19.06.2018 22:45 - 19.06.2018 23:00","501","564"
"19.06.2018 23:00 - 19.06.2018 23:15","490","559"
"19.06.2018 23:15 - 19.06.2018 23:30","480","549"
"19.06.2018 23:30 - 19.06.2018 23:45","471","515"
"19.06.2018 23:45 - 20.06.2018 00:00","460","522"
"20.06.2018 00:00 - 20.06.2018 00:15","451","538"
"20.06.2018 00:15 - 20.06.2018 00:30","440","587"
"20.06.2018 00:30 - 20.06.2018 00:45","431","619"
"20.06.2018 00:45 - 20.06.2018 01:00","427","641"
"20.06.2018 01:00 - 20.06.2018 01:15","421","628"
"20.06.2018 01:15 - 20.06.2018 01:30","417","640"
"20.06.2018 01:30 - 20.06.2018 01:45","414","630"
"20.06.2018 01:45 - 20.06.2018 02:00","413","658"
"20.06.2018 02:00 - 20.06.2018 02:15","408","610"
"20.06.2018 02:15 - 20.06.2018 02:30","412","573"
"20.06.2018 02:30 - 20.06.2018 02:45","410","549"
"20.06.2018 02:45 - 20.06.2018 03:00","410","507"
"20.06.2018 03:00 - 20.06.2018 03:15","410","502"
"20.06.2018 03:15 - 20.06.2018 03:30","414","447"
"20.06.2018 03:30 - 20.06.2018 03:45","414","426"
"20.06.2018 03:45 - 20.06.2018 04:00","413","452"
"20.06.2018 04:00 - 20.06.2018 04:15","412","422"
"20.06.2018 04:15 - 20.06.2018 04:30","416","401"
"20.06.2018 04:30 - 20.06.2018 04:45","417","374"
"20.06.2018 04:45 - 20.06.2018 05:00","419","377"
"20.06.2018 05:00 - 20.06.2018 05:15","424","375"
"20.06.2018 05:15 - 20.06.2018 05:30","426","309"
"20.06.2018 05:30 - 20.06.2018 05:45","433","293"
"20.06.2018 05:45 - 20.06.2018 06:00","435","302"
"20.06.2018 06:00 - 20.06.2018 06:15","449","290"
"20.06.2018 06:15 - 20.06.2018 06:30","465","283"
"20.06.2018 06:30 - 20.06.2018 06:45","465","282"
"20.06.2018 06:45 - 20.06.2018 07:00","478","278"
"20.06.2018 07:00 - 20.06.2018 07:15","493","284"
"20.06.2018 07:15 - 20.06.2018 07:30","516","318"
"20.06.2018 07:30 - 20.06.2018 07:45","528","330"
"20.06.2018 07:45 - 20.06.2018 08:00","536","301"
"20.06.2018 08:00 - 20.06.2018 08:15","544","336"
"20.06.2018 08:15 - 20.06.2018 08:30","550","515"
"20.06.2018 08:30 - 20.06.2018 08:45","557","515"
"20.06.2018 08:45 - 20.06.2018 09:00","561","535"
"20.06.2018 09:00 - 20.06.2018 09:15","560","554"
"20.06.2018 09:15 - 20.06.2018 09:30","563","617"
"20.06.2018 09:30 - 20.06.2018 09:45","567","656"
"20.06.2018 09:45 - 20.06.2018 10:00","570","662"
"20.06.2018 10:00 - 20.06.2018 10:15","572","657"
"20.06.2018 10:15 - 20.06.2018 10:30","561","603"
"20.06.2018 10:30 - 20.06.2018 10:45","567","617"
"20.06.2018 10:45 - 20.06.2018 11:00","568","631"
"20.06.2018 11:00 - 20.06.2018 11:15","567","646"
"20.06.2018 11:15 - 20.06.2018 11:30","567","721"
"20.06.2018 11:30 - 20.06.2018 11:45","567","716"
"20.06.2018 11:45 - 20.06.2018 12:00","572","733"
"20.06.2018 12:00 - 20.06.2018 12:15","573","737"
"20.06.2018 12:15 - 20.06.2018 12:30","574","755"
"20.06.2018 12:30 - 20.06.2018 12:45","564","760"
"20.06.2018 12:45 - 20.06.2018 13:00","555","739"
"20.06.2018 13:00 - 20.06.2018 13:15","552","692"
"20.06.2018 13:15 - 20.06.2018 13:30","555","678"
"20.06.2018 13:30 - 20.06.2018 13:45","556","687"
"20.06.2018 13:45 - 20.06.2018 14:00","555","686"
"20.06.2018 14:00 - 20.06.2018 14:15","551","662"
"20.06.2018 14:15 - 20.06.2018 14:30","545","660"
"20.06.2018 14:30 - 20.06.2018 14:45","543","672"
"20.06.2018 14:45 - 20.06.2018 15:00","538","686"
"20.06.2018 15:00 - 20.06.2018 15:15","533","686"
"20.06.2018 15:15 - 20.06.2018 15:30","527","658"
"20.06.2018 15:30 - 20.06.2018 15:45","522","654"
"20.06.2018 15:45 - 20.06.2018 16:00","521","668"
"20.06.2018 16:00 - 20.06.2018 16:15","522","676"
"20.06.2018 16:15 - 20.06.2018 16:30","526","669"
"20.06.2018 16:30 - 20.06.2018 16:45","524","666"
"20.06.2018 16:45 - 20.06.2018 17:00","521","666"
"20.06.2018 17:00 - 20.06.2018 17:15","523","667"
"20.06.2018 17:15 - 20.06.2018 17:30","534","656"
"20.06.2018 17:30 - 20.06.2018 17:45","535","646"
"20.06.2018 17:45 - 20.06.2018 18:00","539","653"
"20.06.2018 18:00 - 20.06.2018 18:15","545","651"
"20.06.2018 18:15 - 20.06.2018 18:30","538","646"
"20.06.2018 18:30 - 20.06.2018 18:45","542","642"
"20.06.2018 18:45 - 20.06.2018 19:00","543","643"
"20.06.2018 19:00 - 20.06.2018 19:15","541","626"
"20.06.2018 19:15 - 20.06.2018 19:30","541","642"
"20.06.2018 19:30 - 20.06.2018 19:45","538","617"
"20.06.2018 19:45 - 20.06.2018 20:00","533","600"
"20.06.2018 20:00 - 20.06.2018 20:15","528","611"
"20.06.2018 20:15 - 20.06.2018 20:30","534","602"
"20.06.2018 20:30 - 20.06.2018 20:45","530","587"
"20.06.2018 20:45 - 20.06.2018 21:00","523","608"
"20.06.2018 21:00 - 20.06.2018 21:15","516","618"
"20.06.2018 21:15 - 20.06.2018 21:30","507","627"
"20.06.2018 21:30 - 20.06.2018 21:45","500","624"
"20.06.2018 21:45 - 20.06.2018 22:00","498","608"
"20.06.2018 22:00 - 20.06.2018 22:15","492","592"
"20.06.2018 22:15 - 20.06.2018 22:30","502","616"
"20.06.2018 22:30 - 20.06.2018 22:45","506","597"
"20.06.2018 22:45 - 20.06.2018 23:00","497","595"
"20.06.2018 23:00 - 20.06.2018 23:15","487","587"
"20.06.2018 23:15 - 20.06.2018 23:30","475","597"
"20.06.2018 23:30 - 20.06.2018 23:45","467","607"
"20.06.2018 23:45 - 21.06.2018 00:00","458","579"
"21.06.2018 00:00 - 21.06.2018 00:15","451","510"
"21.06.2018 00:15 - 21.06.2018 00:30","445","533"
"21.06.2018 00:30 - 21.06.2018 00:45","438","562"
"21.06.2018 00:45 - 21.06.2018 01:00","432","589"
"21.06.2018 01:00 - 21.06.2018 01:15","427","550"
"21.06.2018 01:15 - 21.06.2018 01:30","420","559"
"21.06.2018 01:30 - 21.06.2018 01:45","416","546"
"21.06.2018 01:45 - 21.06.2018 02:00","413","540"
"21.06.2018 02:00 - 21.06.2018 02:15","410","515"
"21.06.2018 02:15 - 21.06.2018 02:30","407","478"
"21.06.2018 02:30 - 21.06.2018 02:45","407","445"
"21.06.2018 02:45 - 21.06.2018 03:00","406","426"
"21.06.2018 03:00 - 21.06.2018 03:15","404","409"
"21.06.2018 03:15 - 21.06.2018 03:30","404","364"
"21.06.2018 03:30 - 21.06.2018 03:45","406","344"
"21.06.2018 03:45 - 21.06.2018 04:00","404","343"
"21.06.2018 04:00 - 21.06.2018 04:15","406","318"
"21.06.2018 04:15 - 21.06.2018 04:30","410","325"
"21.06.2018 04:30 - 21.06.2018 04:45","411","337"
"21.06.2018 04:45 - 21.06.2018 05:00","410","327"
"21.06.2018 05:00 - 21.06.2018 05:15","417","314"
"21.06.2018 05:15 - 21.06.2018 05:30","423","298"
"21.06.2018 05:30 - 21.06.2018 05:45","423","303"
"21.06.2018 05:45 - 21.06.2018 06:00","423","279"
"21.06.2018 06:00 - 21.06.2018 06:15","434","274"
"21.06.2018 06:15 - 21.06.2018 06:30","439","228"
"21.06.2018 06:30 - 21.06.2018 06:45","439","221"
"21.06.2018 06:45 - 21.06.2018 07:00","450","215"
"21.06.2018 07:00 - 21.06.2018 07:15","466","248"
"21.06.2018 07:15 - 21.06.2018 07:30","480","282"
"21.06.2018 07:30 - 21.06.2018 07:45","495","297"
"21.06.2018 07:45 - 21.06.2018 08:00","502","284"
"21.06.2018 08:00 - 21.06.2018 08:15","512","279"
"21.06.2018 08:15 - 21.06.2018 08:30","510","328"
"21.06.2018 08:30 - 21.06.2018 08:45","517","353"
"21.06.2018 08:45 - 21.06.2018 09:00","510","386"
"21.06.2018 09:00 - 21.06.2018 09:15","513","443"
"21.06.2018 09:15 - 21.06.2018 09:30","524","471"
"21.06.2018 09:30 - 21.06.2018 09:45","524","485"
"21.06.2018 09:45 - 21.06.2018 10:00","526","510"
"21.06.2018 10:00 - 21.06.2018 10:15","529","525"
"21.06.2018 10:15 - 21.06.2018 10:30","534","596"
"21.06.2018 10:30 - 21.06.2018 10:45","532","610"
"21.06.2018 10:45 - 21.06.2018 11:00","533","622"
"21.06.2018 11:00 - 21.06.2018 11:15","532","605"
"21.06.2018 11:15 - 21.06.2018 11:30","535","662"
"21.06.2018 11:30 - 21.06.2018 11:45","540","662"
"21.06.2018 11:45 - 21.06.2018 12:00","548","641"
"21.06.2018 12:00 - 21.06.2018 12:15","550","638"
"21.06.2018 12:15 - 21.06.2018 12:30","544","622"
"21.06.2018 12:30 - 21.06.2018 12:45","538","620"
"21.06.2018 12:45 - 21.06.2018 13:00","535","590"
"21.06.2018 13:00 - 21.06.2018 13:15","531","597"
"21.06.2018 13:15 - 21.06.2018 13:30","543","597"
"21.06.2018 13:30 - 21.06.2018 13:45","545","567"
"21.06.2018 13:45 - 21.06.2018 14:00","535","556"
"21.06.2018 14:00 - 21.06.2018 14:15","539","562"
"21.06.2018 14:15 - 21.06.2018 14:30","528","569"
"21.06.2018 14:30 - 21.06.2018 14:45","529","532"
"21.06.2018 14:45 - 21.06.2018 15:00","526","544"
"21.06.2018 15:00 - 21.06.2018 15:15","522","536"
"21.06.2018 15:15 - 21.06.2018 15:30","508","505"
"21.06.2018 15:30 - 21.06.2018 15:45","505","487"
"21.06.2018 15:45 - 21.06.2018 16:00","504","478"
"21.06.2018 16:00 - 21.06.2018 16:15","505","491"
"21.06.2018 16:15 - 21.06.2018 16:30","500","503"
"21.06.2018 16:30 - 21.06.2018 16:45","499","506"
"21.06.2018 16:45 - 21.06.2018 17:00","494","502"
"21.06.2018 17:00 - 21.06.2018 17:15","495","494"
"21.06.2018 17:15 - 21.06.2018 17:30","503","489"
"21.06.2018 17:30 - 21.06.2018 17:45","504","465"
"21.06.2018 17:45 - 21.06.2018 18:00","504","446"
"21.06.2018 18:00 - 21.06.2018 18:15","508","457"
"21.06.2018 18:15 - 21.06.2018 18:30","502","428"
"21.06.2018 18:30 - 21.06.2018 18:45","503","447"
"21.06.2018 18:45 - 21.06.2018 19:00","503","454"
"21.06.2018 19:00 - 21.06.2018 19:15","504","444"
"21.06.2018 19:15 - 21.06.2018 19:30","500","443"
"21.06.2018 19:30 - 21.06.2018 19:45","500","448"
"21.06.2018 19:45 - 21.06.2018 20:00","497","479"
"21.06.2018 20:00 - 21.06.2018 20:15","491","472"
"21.06.2018 20:15 - 21.06.2018 20:30","497","487"
"21.06.2018 20:30 - 21.06.2018 20:45","489","507"
"21.06.2018 20:45 - 21.06.2018 21:00","484","571"
"21.06.2018 21:00 - 21.06.2018 21:15","476","568"
"21.06.2018 21:15 - 21.06.2018 21:30","470","514"
"21.06.2018 21:30 - 21.06.2018 21:45","461","559"
"21.06.2018 21:45 - 21.06.2018 22:00","457","558"
"21.06.2018 22:00 - 21.06.2018 22:15","453","555"
"21.06.2018 22:15 - 21.06.2018 22:30","470","508"
"21.06.2018 22:30 - 21.06.2018 22:45","476","467"
"21.06.2018 22:45 - 21.06.2018 23:00","468","459"
"21.06.2018 23:00 - 21.06.2018 23:15","461","443"
"21.06.2018 23:15 - 21.06.2018 23:30","464","470"
"21.06.2018 23:30 - 21.06.2018 23:45","455","482"
"21.06.2018 23:45 - 22.06.2018 00:00","447","477"
"22.06.2018 00:00 - 22.06.2018 00:15","436","469"
"22.06.2018 00:15 - 22.06.2018 00:30","424","516"
"22.06.2018 00:30 - 22.06.2018 00:45","416","529"
"22.06.2018 00:45 - 22.06.2018 01:00","411","556"
"22.06.2018 01:00 - 22.06.2018 01:15","410","496"
"22.06.2018 01:15 - 22.06.2018 01:30","407","477"
"22.06.2018 01:30 - 22.06.2018 01:45","402","475"
"22.06.2018 01:45 - 22.06.2018 02:00","400","484"
"22.06.2018 02:00 - 22.06.2018 02:15","397","432"
"22.06.2018 02:15 - 22.06.2018 02:30","398","405"
"22.06.2018 02:30 - 22.06.2018 02:45","396","376"
"22.06.2018 02:45 - 22.06.2018 03:00","395","376"
"22.06.2018 03:00 - 22.06.2018 03:15","392","368"
"22.06.2018 03:15 - 22.06.2018 03:30","393","350"
"22.06.2018 03:30 - 22.06.2018 03:45","394","326"
"22.06.2018 03:45 - 22.06.2018 04:00","394","360"
"22.06.2018 04:00 - 22.06.2018 04:15","396","343"
"22.06.2018 04:15 - 22.06.2018 04:30","409","382"
"22.06.2018 04:30 - 22.06.2018 04:45","408","367"
"22.06.2018 04:45 - 22.06.2018 05:00","406","381"
"22.06.2018 05:00 - 22.06.2018 05:15","412","376"
"22.06.2018 05:15 - 22.06.2018 05:30","417","368"
"22.06.2018 05:30 - 22.06.2018 05:45","419","365"
"22.06.2018 05:45 - 22.06.2018 06:00","418","358"
"22.06.2018 06:00 - 22.06.2018 06:15","429","371"
"22.06.2018 06:15 - 22.06.2018 06:30","427","375"
"22.06.2018 06:30 - 22.06.2018 06:45","430","380"
"22.06.2018 06:45 - 22.06.2018 07:00","442","387"
"22.06.2018 07:00 - 22.06.2018 07:15","458","381"
"22.06.2018 07:15 - 22.06.2018 07:30","477","356"
"22.06.2018 07:30 - 22.06.2018 07:45","485","355"
"22.06.2018 07:45 - 22.06.2018 08:00","487","355"
"22.06.2018 08:00 - 22.06.2018 08:15","492","350"
"22.06.2018 08:15 - 22.06.2018 08:30","491","332"
"22.06.2018 08:30 - 22.06.2018 08:45","499","331"
"22.06.2018 08:45 - 22.06.2018 09:00","503","340"
"22.06.2018 09:00 - 22.06.2018 09:15","504","379"
"22.06.2018 09:15 - 22.06.2018 09:30","509","515"
"22.06.2018 09:30 - 22.06.2018 09:45","517","561"
"22.06.2018 09:45 - 22.06.2018 10:00","519","579"
"22.06.2018 10:00 - 22.06.2018 10:15","525","598"
"22.06.2018 10:15 - 22.06.2018 10:30","536","600"
"22.06.2018 10:30 - 22.06.2018 10:45","540","606"
"22.06.2018 10:45 - 22.06.2018 11:00","541","567"
"22.06.2018 11:00 - 22.06.2018 11:15","540","556"
"22.06.2018 11:15 - 22.06.2018 11:30","547","555"
"22.06.2018 11:30 - 22.06.2018 11:45","544","552"
"22.06.2018 11:45 - 22.06.2018 12:00","556","541"
"22.06.2018 12:00 - 22.06.2018 12:15","559","544"
"22.06.2018 12:15 - 22.06.2018 12:30","553","534"
"22.06.2018 12:30 - 22.06.2018 12:45","544","537"
"22.06.2018 12:45 - 22.06.2018 13:00","543","519"
"22.06.2018 13:00 - 22.06.2018 13:15","545","521"
"22.06.2018 13:15 - 22.06.2018 13:30","553","455"
"22.06.2018 13:30 - 22.06.2018 13:45","553","428"
"22.06.2018 13:45 - 22.06.2018 14:00","547","419"
"22.06.2018 14:00 - 22.06.2018 14:15","542","418"
"22.06.2018 14:15 - 22.06.2018 14:30","540","421"
"22.06.2018 14:30 - 22.06.2018 14:45","541","419"
"22.06.2018 14:45 - 22.06.2018 15:00","535","429"
"22.06.2018 15:00 - 22.06.2018 15:15","533","417"
"22.06.2018 15:15 - 22.06.2018 15:30","533","348"
"22.06.2018 15:30 - 22.06.2018 15:45","530","349"
"22.06.2018 15:45 - 22.06.2018 16:00","527","366"
"22.06.2018 16:00 - 22.06.2018 16:15","521","367"
"22.06.2018 16:15 - 22.06.2018 16:30","523","412"
"22.06.2018 16:30 - 22.06.2018 16:45","526","443"
"22.06.2018 16:45 - 22.06.2018 17:00","523","425"
"22.06.2018 17:00 - 22.06.2018 17:15","527","417"
"22.06.2018 17:15 - 22.06.2018 17:30","526","351"
"22.06.2018 17:30 - 22.06.2018 17:45","527","313"
"22.06.2018 17:45 - 22.06.2018 18:00","528","299"
"22.06.2018 18:00 - 22.06.2018 18:15","527","290"
"22.06.2018 18:15 - 22.06.2018 18:30","524","328"
"22.06.2018 18:30 - 22.06.2018 18:45","518","322"
"22.06.2018 18:45 - 22.06.2018 19:00","514","343"
"22.06.2018 19:00 - 22.06.2018 19:15","516","387"
"22.06.2018 19:15 - 22.06.2018 19:30","516","377"
"22.06.2018 19:30 - 22.06.2018 19:45","515","363"
"22.06.2018 19:45 - 22.06.2018 20:00","511","374"
"22.06.2018 20:00 - 22.06.2018 20:15","507","408"
"22.06.2018 20:15 - 22.06.2018 20:30","513","497"
"22.06.2018 20:30 - 22.06.2018 20:45","509","535"
"22.06.2018 20:45 - 22.06.2018 21:00","501","536"
"22.06.2018 21:00 - 22.06.2018 21:15","494","536"
"22.06.2018 21:15 - 22.06.2018 21:30","495","527"
"22.06.2018 21:30 - 22.06.2018 21:45","485","549"
"22.06.2018 21:45 - 22.06.2018 22:00","479","537"
"22.06.2018 22:00 - 22.06.2018 22:15","474","503"
"22.06.2018 22:15 - 22.06.2018 22:30","491","503"
"22.06.2018 22:30 - 22.06.2018 22:45","498","494"
"22.06.2018 22:45 - 22.06.2018 23:00","490","492"
"22.06.2018 23:00 - 22.06.2018 23:15","483","487"
"22.06.2018 23:15 - 22.06.2018 23:30","477","505"
"22.06.2018 23:30 - 22.06.2018 23:45","470","510"
"22.06.2018 23:45 - 23.06.2018 00:00","460","522"
"23.06.2018 00:00 - 23.06.2018 00:15","442","533"
"23.06.2018 00:15 - 23.06.2018 00:30","428","568"
"23.06.2018 00:30 - 23.06.2018 00:45","422","569"
"23.06.2018 00:45 - 23.06.2018 01:00","416","572"
"23.06.2018 01:00 - 23.06.2018 01:15","409","508"
"23.06.2018 01:15 - 23.06.2018 01:30","403","456"
"23.06.2018 01:30 - 23.06.2018 01:45","397","423"
"23.06.2018 01:45 - 23.06.2018 02:00","394","454"
"23.06.2018 02:00 - 23.06.2018 02:15","390","441"
